,cluster,croissance_pop_(en %),prot_animal_(en %),dispo_prot_hab_(en g),dispo_kcal_hab_(en kcal)
0,Group 1,1.0066460265850363,-1.234057816398768,-1.4386803154563794,-1.5316381461351372
1,Group 2,1.1328024728325896,-0.6420966003966907,-0.5528370063230313,-0.5941080318687165
2,Group 3,-0.6727302807208614,1.0942420050309412,1.367200971655149,1.2501646388587508
3,Group 4,-0.4931015718871003,-0.6989354752357491,-0.606751670350696,-0.35245559202339033
4,Group 5,-0.44702421538614323,0.4035780044824848,0.25457647920040544,0.30594624492036665
